HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00291/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00291/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: ModNation™ Racers
LDR: ! Serial: NPEA00291
LDR: ! Elf path: /dev_hdd0/game/NPEA00291/USRDIR/BOOT.BIN
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0xdd6c380000, g_priv_addr = 0xde6c380000
MEM: ! Memory initialized.
LDR: W Unknown module 'cellJpgEnc'
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x14382e0, param=*0xd003fa48, arg=0x14382d0, unk=0x0, prio=1005, stacksize=0x8000, flags=0x1, threadname=*0xd6cf00)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x142d5f0, attr=*0xd003fb60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54a0c]} cellSysutil: cellSysutilRegisterCallback(slot=0, func_addr=0xee3c40, userdata=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55224]} cellGame: cellGameBootCheck(type=*0x21b2e000, attributes=*0x21b2e004, size=*0xd003eac0, dirName=*0x21b2e008)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5517c]} cellGame: cellGameContentPermit(contentInfoPath=*0xd003ead0, usrdirPath=*0xd003eb50)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5517c]} cellGame: cellGameContentPermit(): path_set=1, contentInfo='/dev_hdd0/game/NPEA00291', usrdir='/dev_hdd0/game/NPEA00291/USRDIR'
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54ff4]} cellSysmodule: cellSysmoduleUnloadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d540a4]} cellGcmSys: _cellGcmInitBody(context_addr=0x155e888, cmdSize=0x200000, ioSize=0x1b00000, ioAddress=0x21900000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d540a4]} cellGcmSys: *** local memory(addr=0xc0000000, size=0xf900000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d540a4]} cellGcmSys: cellGcmInit(): 256MB io address space used
RSX: ! {RSXThread} RSX thread started
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54344]} cellGcmSys: cellGcmMapMainMemory(ea=0x20100000,size=0x1800000,offset_addr=0xd003f8f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54884]} cellSysutil: cellVideoOutGetNumberOfDevice(videoOut=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54344]} cellGcmSys: cellGcmMapMainMemory(ea=0x21900000,size=0x1b00000,offset_addr=0x154730c)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0009: CELL_SYSMODULE_RTC)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0000: CELL_SYSMODULE_NET)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0x003d: CELL_SYSMODULE_JPGENC)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0052: CELL_SYSMODULE_PNGENC)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0018: CELL_SYSMODULE_PNGDEC)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0x003b: CELL_SYSMODULE_SYSUTIL_OSK_EXT)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0049: CELL_SYSMODULE_SYSUTIL_LICENSEAREA)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5502c]} cellSysmodule: cellSysmoduleLoadModule(id=0xf029: CELL_SYSMODULE_PHOTO_EXPORT)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15478e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547968, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15479e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547a68, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547ae8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547b68, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547be8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547c68, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547ce8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547d68, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547de8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547e68, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547ee8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547f68, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547fe8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548068, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15480e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548168, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15481e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548268, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15482e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548368, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15483e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548468, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15484e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548568, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15485e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548668, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15486e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548768, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15487e8, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548868, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15488f0, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1548940, attr=*0xd003f8d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54494]} cellGcmSys: cellGcmSetTileInfo(index=0, location=0, offset=253165568, size=7864320, pitch=5120, comp=7, base=48, bank=0)
HLE: E {PPU[0x1] Thread (main_thread)[0x00d54494]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (7)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54184]} cellGcmSys: cellGcmBindTile(index=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54494]} cellGcmSys: cellGcmSetTileInfo(index=1, location=0, offset=249233408, size=3932160, pitch=5120, comp=9, base=192, bank=3)
HLE: E {PPU[0x1] Thread (main_thread)[0x00d54494]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (9)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54184]} cellGcmSys: cellGcmBindTile(index=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54654]} cellSysutil: cellVideoOutConfigure(videoOut=0, config_addr=0xd003fa70, option_addr=0x0, waitForEvent=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d541bc]} cellGcmSys: cellGcmSetFlipMode(mode=2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5406c]} cellGcmSys: cellGcmSetUserHandler(handler_addr=0xee3c38)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5437c]} cellGcmSys: cellGcmSetFlipHandler(handler_addr=15613008)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5445c]} cellGcmSys: cellGcmSetVBlankHandler(handler_addr=0xee3c48)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54dc4]} cellFs: cellFsStat(path=*0x1546980, sb=*0xd003faa0) -> sys_fs_stat()
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54dc4]} sys_fs: sys_fs_stat(path=*0x1546980, sb=*0xd003faa0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54dc4]} sys_fs: *** path = '/dev_hdd0/game/NPEA00291/USRDIR'
HLE: W {PPU[0x1] Thread (main_thread)[0x00d554fc]} cellNetCtl: cellNetCtlInit()
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55b54]} sys_io: cellPadInit(max_connect=7)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54a0c]} cellSysutil: cellSysutilRegisterCallback(slot=0, func_addr=0xee3c40, userdata=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x007ca448]} sys_spu: sys_spu_initialize(max_usable_spu=6, max_raw_spu=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56e5c]} sysPrxForUser: sys_ppu_thread_once(once_ctrl=*0x15bdbdc, init=*0xeef290)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15bd7a8, attr=*0xd003eae0)
HLE: W {PPU[0x1] Thread (main_thread)[0x0096b284]} sys_event: sys_event_queue_create(equeue_id=*0x15bd7c4, attr=*0xd003ebd0, event_queue_key=0x0, size=127)
HLE: W {PPU[0x1] Thread (main_thread)[0x0096b2a8]} sys_event: sys_event_port_create(eport_id=*0x15bd7c8, port_type=1, name=0xffffffff0000dead)
HLE: W {PPU[0x1] Thread (main_thread)[0x0096b2c4]} sys_event: sys_event_port_connect_local(eport_id=0x9e, equeue_id=0x9d)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x15bd7d0, entry=0xeef288, arg=0x0, prio=991, stacksize=0x1000, flags=0x1, threadname=*0xe513b0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x15bd7d0, param=*0xd003eb58, arg=0x0, unk=0x0, prio=991, stacksize=0x1000, flags=0x1, threadname=*0xe513b0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x9f)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56d44]} sysPrxForUser: _sys_spu_printf_initialize(agcb=*0xeef278, dgcb=*0xeef270, atcb=*0xeef268, dtcb=*0xeef260)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5595c]} cellSpurs: _cellSpursAttributeInitialize(attr_addr=0xd003ec90, revision=2, sdkVersion=0x310000, nSpus=5, spuPriority=250, ppuPriority=991, exitIfNoWork=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5572c]} cellSpurs: cellSpursAttributeSetNamePrefix(attr_addr=0xd003ec90, prefix_addr=0xe01008, size=9)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55764]} cellSpurs: cellSpursAttributeEnableSpuPrintfIfAvailable(attr_addr=0xd003ec90)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a04]} cellSpurs: cellSpursAttributeSetSpuThreadGroupType(attr_addr=0xd003ec90, type=24)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a3c]} cellSpurs: cellSpursInitializeWithAttribute(spurs_addr=0x22624780, attr_addr=0xd003ec90)
HLE: E {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu TODO: Unsupported SPU Thread Group type (0x18)
HLE: E {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x0096afa8]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0xb1, eq=0x9d, req=0x2, spup=*0xd003eb70)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0xb1, eq=0xb9, req=0xffffffffffff0000, spup=*0x22624849)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_event: sys_event_port_connect_local(eport_id=0xba, equeue_id=0xb9)
HLE: W {PPU[0xbb] Thread (UFGSpurs5SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_start(id=0xb1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu: sys_spu_thread_group_connect_event(id=0xb1, eq=0xb9, et=2)
HLE: W {PPU[0xbb] Thread (UFGSpurs5SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0xb1, cause=*0x0, status=*0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5595c]} cellSpurs: _cellSpursAttributeInitialize(attr_addr=0xd003ee90, revision=2, sdkVersion=0x310000, nSpus=1, spuPriority=250, ppuPriority=991, exitIfNoWork=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5572c]} cellSpurs: cellSpursAttributeSetNamePrefix(attr_addr=0xd003ee90, prefix_addr=0xe01040, size=9)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55764]} cellSpurs: cellSpursAttributeEnableSpuPrintfIfAvailable(attr_addr=0xd003ee90)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a04]} cellSpurs: cellSpursAttributeSetSpuThreadGroupType(attr_addr=0xd003ee90, type=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a3c]} cellSpurs: cellSpursInitializeWithAttribute(spurs_addr=0x22625800, attr_addr=0xd003ee90)
HLE: E {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x0096afa8]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0xce, eq=0x9d, req=0x2, spup=*0xd003eb70)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0xce, eq=0xd2, req=0xffffffffffff0000, spup=*0x226258c9)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_event: sys_event_port_connect_local(eport_id=0xd3, equeue_id=0xd2)
HLE: W {PPU[0xd4] Thread (UFGSpurs1SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_start(id=0xce)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55a3c]} sys_spu: sys_spu_thread_group_connect_event(id=0xce, eq=0xd2, et=2)
HLE: W {PPU[0xd4] Thread (UFGSpurs1SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0xce, cause=*0x0, status=*0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5579c]} cellSpurs: _cellSpursTasksetAttributeInitialize(attribute=0xd003f890, revision=1, skd_version=3211264, args=0x0, priority=0xd003fa98, max_contention=5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5587c]} cellSpurs: cellSpursTasksetAttributeSetName(attr=0xd003f890, name=0xe01050)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55924]} cellSpurs: cellSpursTasksetAttributeSetTasksetSize(attr=0xd003f890, size=0x2900)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursCreateTasksetWithAttribute(spurs=0x22624780, taskset=0x22626880, attr=0xd003f890)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0x23406000, revision=1, sdkVersion=0x33, pm_addr=0x200, size=0x1e40, data=0x22626880, priorityTable_addr=0xd003f8a0, minContention=0x8, maxContention=0x5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0x23406000, nameClass_addr=0x0, nameInstance_addr=0xe01050)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x22624780, wid_addr=0x23407000, attr_addr=0x23406000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5579c]} cellSpurs: _cellSpursTasksetAttributeInitialize(attribute=0xd003f690, revision=1, skd_version=3211264, args=0x0, priority=0xd003faa0, max_contention=5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5587c]} cellSpurs: cellSpursTasksetAttributeSetName(attr=0xd003f690, name=0xe01070)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55924]} cellSpurs: cellSpursTasksetAttributeSetTasksetSize(attr=0xd003f690, size=0x2900)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursCreateTasksetWithAttribute(spurs=0x22624780, taskset=0x22629200, attr=0xd003f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0x23406000, revision=1, sdkVersion=0x33, pm_addr=0x200, size=0x1e40, data=0x22629200, priorityTable_addr=0xd003f6a0, minContention=0x8, maxContention=0x5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0x23406000, nameClass_addr=0x0, nameInstance_addr=0xe01070)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x22624780, wid_addr=0x23407000, attr_addr=0x23406000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5579c]} cellSpurs: _cellSpursTasksetAttributeInitialize(attribute=0xd003f490, revision=1, skd_version=3211264, args=0x0, priority=0xd003faa8, max_contention=5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5587c]} cellSpurs: cellSpursTasksetAttributeSetName(attr=0xd003f490, name=0xe01080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55924]} cellSpurs: cellSpursTasksetAttributeSetTasksetSize(attr=0xd003f490, size=0x2900)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursCreateTasksetWithAttribute(spurs=0x22624780, taskset=0x2262bb80, attr=0xd003f490)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0x23406000, revision=1, sdkVersion=0x33, pm_addr=0x200, size=0x1e40, data=0x2262bb80, priorityTable_addr=0xd003f4a0, minContention=0x8, maxContention=0x5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0x23406000, nameClass_addr=0x0, nameInstance_addr=0xe01080)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x22624780, wid_addr=0x23407000, attr_addr=0x23406000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5579c]} cellSpurs: _cellSpursTasksetAttributeInitialize(attribute=0xd003f290, revision=1, skd_version=3211264, args=0x0, priority=0xd003fab0, max_contention=5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5587c]} cellSpurs: cellSpursTasksetAttributeSetName(attr=0xd003f290, name=0xe01090)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55924]} cellSpurs: cellSpursTasksetAttributeSetTasksetSize(attr=0xd003f290, size=0x2900)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursCreateTasksetWithAttribute(spurs=0x22624780, taskset=0x2262e500, attr=0xd003f290)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0x23406000, revision=1, sdkVersion=0x33, pm_addr=0x200, size=0x1e40, data=0x2262e500, priorityTable_addr=0xd003f2a0, minContention=0x8, maxContention=0x5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0x23406000, nameClass_addr=0x0, nameInstance_addr=0xe01090)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x22624780, wid_addr=0x23407000, attr_addr=0x23406000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5579c]} cellSpurs: _cellSpursTasksetAttributeInitialize(attribute=0xd003f090, revision=1, skd_version=3211264, args=0x0, priority=0xd003fab8, max_contention=5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d5587c]} cellSpurs: cellSpursTasksetAttributeSetName(attr=0xd003f090, name=0xe010a0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55924]} cellSpurs: cellSpursTasksetAttributeSetTasksetSize(attr=0xd003f090, size=0x2900)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursCreateTasksetWithAttribute(spurs=0x22624780, taskset=0x22630e80, attr=0xd003f090)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0x23406000, revision=1, sdkVersion=0x33, pm_addr=0x200, size=0x1e40, data=0x22630e80, priorityTable_addr=0xd003f0a0, minContention=0x8, maxContention=0x5)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0x23406000, nameClass_addr=0x0, nameInstance_addr=0xe010a0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d55aac]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x22624780, wid_addr=0x23407000, attr_addr=0x23406000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d54a0c]} cellSysutil: cellSysutilRegisterCallback(slot=1, func_addr=0xee3c18, userdata=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0xd003fae0, entry=0xee3c10, arg=0x0, prio=1001, stacksize=0x4000, flags=0x0, threadname=*0xe00980)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0xd003fae0, param=*0xd003fa68, arg=0x0, unk=0x0, prio=1001, stacksize=0x4000, flags=0x0, threadname=*0xe00980)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0xd6)
HLE: W {PPU[0xd6] Thread (PS3_SysCacheThread)[0x00d546c4]} cellSysutil: cellSysCacheMount(param_addr=0xd007f9b0)
HLE: W {PPU[0x1] Thread (main_thread)[0x007c6044]} sys_event_flag: sys_event_flag_create(id=*0x22637aa4, attr=*0xd003fac0, init=0x1)
