HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
G: W rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/PS3_GAME/USRDIR/BOOT.BIN', 0x1) failed: error 0x3
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Dante's Inferno™ HDD EN/FR/ES
LDR: ! Serial: NPEB00548
G: W rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x7ec0c20000, g_priv_addr = 0x7fc0c20000
MEM: ! Memory initialized.
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeeef20, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeef0e8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeef2b0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeef478, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeef640, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeef808, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeef9d0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeefb98, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeefd60, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eeeff28, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef00f0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef02b8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef0480, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef0648, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef0810, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef09d8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef0ba0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef0d68, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef0f30, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef10f8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef12c0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef1488, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef1650, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef1818, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef19e0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef1ba8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef1d70, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef1f38, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef2100, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef22c8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef2490, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef2658, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef2820, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef29e8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef2bb0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef2d78, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef2f40, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef3108, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef32d0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef3498, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef3660, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef3828, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef39f0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef3bb8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef3d80, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef3f48, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef4110, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef42d8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef44a0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef4668, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef4830, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef49f8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef4bc0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef4d88, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef4f50, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef5118, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef52e0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef54a8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef5670, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef5838, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef5a00, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef5bc8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef5d90, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef5f58, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef6120, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef62e8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef64b0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef6678, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef6840, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef6a08, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef6bd0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef6d98, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef6f60, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef7128, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef72f0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef74b8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef7680, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef7848, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef7a10, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef7bd8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef7da0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef7f68, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef8130, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef82f8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef84c0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef8688, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef8850, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef8a18, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef8be0, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef8da8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef8f70, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef9138, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef9300, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x008611c0]} sys_semaphore: sys_semaphore_create(sem=*0x2eef94c8, attr=*0xd003ee80, initial_val=0, max_val=100000)
HLE: W {PPU[0x36] Thread ()[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x1665604, attr=*0xd005f4e8)
HLE: W {PPU[0x36] Thread ()[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x1665600, mutex_id=0xc8, attr=*0xd005f4d0)
HLE: W {PPU[0x36] Thread ()[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x1665684, attr=*0xd005f4e8)
HLE: W {PPU[0x36] Thread ()[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x1665680, mutex_id=0xca, attr=*0xd005f4d0)
HLE: W {PPU[0x36] Thread ()[0x00ef586c]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x16655f8, entry=0x1186158, arg=0x1665188, prio=950, stacksize=0x4000, flags=0x0, threadname=*0x0)
HLE: W {PPU[0x36] Thread ()[0x00ef586c]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x16655f8, param=*0xd005f5d8, arg=0x1665188, unk=0x0, prio=950, stacksize=0x4000, flags=0x0, threadname=*0x0)
HLE: W {PPU[0x36] Thread ()[0x00ef586c]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0xcc)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE0.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE0.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE0.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE1.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE1.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE1.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE2.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE2.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE2.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE3.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE3.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE3.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE4.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE4.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE4.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE5.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE5.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE5.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE6.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE6.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE6.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE7.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE7.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE7.VIV'): failed to open file (flags=0, mode=0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} cellFs: cellFsOpen(path=*0x16651d0, flags=0, fd=*0x16651a4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: sys_fs_open(path=*0x16651d0, flags=0, fd=*0x16651a4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/BIGFILE8.VIV'
G: W {PPU[0xcc] Thread ()[0x00ef4e4c]} rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/PS3_GAME/USRDIR/BIGFILE8.VIV', 0x1) failed: error 0x3
HLE: E {PPU[0xcc] Thread ()[0x00ef4e4c]} sys_fs error: sys_fs_open('/dev_bdvd/PS3_GAME/USRDIR/BIGFILE8.VIV'): failed to open file (flags=0, mode=0)
