HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00223/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00223/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Ricochet HD
LDR: ! Serial: NPEB00223
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x6a27040000, g_priv_addr = 0x6b27040000
MEM: ! Memory initialized.
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 79
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 80
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 81
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 82
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 83
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 84
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: W {PPU[61] Thread (fs-as-path)[0x0070c110]} sys_fs: cellFsClose(fd=0x45)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 85
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 86
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 87
HLE: W {PPU[61] Thread (fs-as-path)[0x00ac0ca4]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x20106ca0)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 88
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 89
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 90
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 91
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 92
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 93
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 94
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: *** semaphore created [_spuPrv] (protocol=0x2): id = 95
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_spu: sys_spu_thread_group_create(id_addr=0x20206000, num=3, prio=250, attr_addr=0x20208000)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0284]} sys_spu: *** SPU Thread Group created [CellSpursKernelGroup] (num=3, prio=250, type=0x0, container=0): id=96
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_spu: sys_spu_thread_initialize(thread_addr=0x2020a000, group=0x60000000, spu_num=0, img_addr=0xbff0f0, attr_addr=0x2020b000, arg_addr=0x20209000)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_spu: sys_spu_thread_group_destroy(id=1610612736)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sysPrxForUser: sys_spu_image_close(img=0xbff0f0)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1593835520)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1325400064)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1342177280)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1358954496)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1375731712)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1392508928)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1409286144)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1426063360)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1442840576)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1459617792)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1476395008)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1493172224)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1509949440)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1526726656)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1543503872)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1560281088)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_destroy(sem_id=1577058304)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0014: CELL_SYSMODULE_NETCTL)
HLE: W {PPU[1] Thread (main_thread)[0x00ac03a4]} cellNetCtl: cellNetCtlInit()
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200e8280, attr_addr=0xd000fa38)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 97
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x200e8280): id = 98
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20106b80, attr_addr=0xd000f998)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 99
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x20106b80): id = 100
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20106c20, attr_addr=0xd000fa18)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 101
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x20106c20): id = 102
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20106c90, attr_addr=0xd000fa28)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 103
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x20106c90): id = 104
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d2400, attr_addr=0xd000fa28)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 105
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d2400): id = 106
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d2470, attr_addr=0xd000fa28)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 107
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d2470): id = 108
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d24e0, attr_addr=0xd000fa28)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 109
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d24e0): id = 110
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d2550, attr_addr=0xd000fa28)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 111
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d2550): id = 112
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d25c0, attr_addr=0xd000fa28)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 113
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d25c0): id = 114
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d2630, attr_addr=0xd000fa28)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 115
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d2630): id = 116
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d26e0, attr_addr=0xd000fa48)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 117
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d26e0): id = 118
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d2750, attr_addr=0xd000fa48)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 119
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d2750): id = 120
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d27c0, attr_addr=0xd000fa48)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 121
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d27c0): id = 122
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d2830, attr_addr=0xd000fa48)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 123
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d2830): id = 124
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d28a0, attr_addr=0xd000fa48)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 125
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d28a0): id = 126
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d2950, attr_addr=0xd000f998)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 127
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d2950): id = 128
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d2a00, attr_addr=0xd000f998)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 129
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d2a00): id = 130
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d2a70, attr_addr=0xd000fa18)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 131
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d2a70): id = 132
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d3610, attr_addr=0xd000f7e8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 133
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d3610): id = 134
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d5ea0, attr_addr=0xd000f878)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 135
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d5ea0): id = 136
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d5f10, attr_addr=0xd000f748)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 137
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d5f10): id = 138
HLE: E {PPU[1] Thread (main_thread)[0x00ac0364]} cellNetCtl TODO: cellNetCtlGetInfo(code=0x10, info_addr=0xd000f790)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0884]} cellSysutil: cellAudioOutGetSoundAvailability(audioOut=0, type=0, fs=0x4, option=0)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0884]} cellSysutil: cellAudioOutGetSoundAvailability(audioOut=0, type=1, fs=0x4, option=0)
HLE: W {PPU[1] Thread (main_thread)[0x00ac07e4]} cellSysutil: cellAudioOutConfigure(audioOut=0, config_addr=0xd000f810, option_addr=0x0, waitForEvent=1)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0904]} cellSysutil: cellAudioOutGetState(audioOut=0x0, deviceIndex=0x0, state_addr=0xd000f820)
HLE: W {PPU[1] Thread (main_thread)[0x00ac03c4]} cellAudio: cellAudioInit()
HLE: W {PPU[1] Thread (main_thread)[0x00ac0484]} cellAudio: cellAudioPortOpen(audioParam=0xe83788, portNum=0xbf538c)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0484]} cellAudio: *** audio port opened(nChannel=8, nBlock=8, attr=0x0, level=1.000000): port = 0
HLE: W {PPU[1] Thread (main_thread)[0x00ac0424]} cellAudio: cellAudioGetPortConfig(portNum=0x0, portConfig=0xe837a8)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe84e80, attr_addr=0xd000f500)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 139
HLE: W {PPU[1] Thread (main_thread)[0x00ac0984]} cellSpurs: cellSpursCreateTaskset(spurs_addr=0x0, taskset_addr=0xe85280, args=0x0, priority_addr=0xd000f708, maxContention=1)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0464]} cellAudio: cellAudioQuit()
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d98b0, attr_addr=0xd000f6f8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 140
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d98b0): id = 141
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201d98f0, attr_addr=0xd000f788)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 142
HLE: W {PPU[1] Thread (main_thread)[0x00ac0cc4]} sys_lwcond: *** lwcond created [] (lwmutex_addr=0x201d98f0): id = 143
HLE: E {PPU[1] Thread (main_thread)[0x00ac0364]} cellNetCtl TODO: cellNetCtlGetInfo(code=0x10, info_addr=0xd000f6a0)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0009: CELL_SYSMODULE_RTC)
HLE: W {PPU[1] Thread (main_thread)[0x00abf444]} sys_io: cellPadInit(max_connect=7)
HLE: W {PPU[1] Thread (main_thread)[0x00abf104]} sceNpCommerce2: sceNpCommerce2Init()
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0010: CELL_SYSMODULE_GCM_SYS)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x001c: CELL_SYSMODULE_USBD)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0017: CELL_SYSMODULE_IO)
HLE: W {PPU[1] Thread (main_thread)[0x00abf724]} cellSysutil: cellSysutilRegisterCallback(slot=1, func_addr=0xba9198, userdata=0x0)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0010: CELL_SYSMODULE_GCM_SYS)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x001f: CELL_SYSMODULE_RESC)
HLE: W {PPU[1] Thread (main_thread)[0x002f0b40]} sys_spu: sys_spu_initialize(max_usable_spu=1, max_raw_spu=1)
HLE: W {PPU[1] Thread (main_thread)[0x002f0eb0]} sys_spu: sys_raw_spu_create(id_addr=0xbf9f64, attr_addr=0xd000f840)
HLE: W {PPU[1] Thread (main_thread)[0x00abf7c4]} cellGcmSys: _cellGcmInitBody(context_addr=0xe1dc28, cmdSize=0x10000, ioSize=0x100000, ioAddress=0x20a00000)
HLE: W {PPU[1] Thread (main_thread)[0x00abf7c4]} cellGcmSys: *** local memory(addr=0xc0000000, size=0xf900000)
HLE: W {PPU[1] Thread (main_thread)[0x00abf7c4]} cellGcmSys: cellGcmInit(): 256MB io address space used
RSX: ! {RSXThread} RSX thread started
HLE: W {PPU[1] Thread (main_thread)[0x00abf8c4]} cellGcmSys: cellGcmSetDebugOutputLevel(level=2)
HLE: E {PPU[1] Thread (main_thread)[0x00abfb64]} cellGcmSys error: cellGcmSetGraphicsHandler
RSX: W {RSXThread} TODO: NV4097_SET_FREQUENCY_DIVIDER_OPERATION: 0
HLE: W {PPU[1] Thread (main_thread)[0x00abf924]} cellGcmSys: cellGcmMapEaIoAddress(ea=0x20d00000, io=0xe000000, size=0x100000)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=0)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=2)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=3)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=4)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=5)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=6)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=7)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=8)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=9)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=10)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=11)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=12)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=13)
HLE: W {PPU[1] Thread (main_thread)[0x00abfba4]} cellGcmSys: cellGcmUnbindTile(index=14)
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: W {PPU[1] Thread (main_thread)[0x00abfb04]} cellGcmSys: cellGcmSetTileInfo(index=0, location=0, offset=257163264, size=3932160, pitch=5120, comp=0, base=0, bank=0)
HLE: W {PPU[1] Thread (main_thread)[0x00abf884]} cellGcmSys: cellGcmBindTile(index=0)
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x3
HLE: W {PPU[1] Thread (main_thread)[0x00abfb04]} cellGcmSys: cellGcmSetTileInfo(index=0, location=0, offset=253231104, size=7864320, pitch=5120, comp=0, base=0, bank=0)
HLE: W {PPU[1] Thread (main_thread)[0x00abf884]} cellGcmSys: cellGcmBindTile(index=0)
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x5
HLE: W {PPU[1] Thread (main_thread)[0x00abfb04]} cellGcmSys: cellGcmSetTileInfo(index=1, location=0, offset=249298944, size=3932160, pitch=5120, comp=10, base=1, bank=3)
HLE: E {PPU[1] Thread (main_thread)[0x00abfb04]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (10)
HLE: W {PPU[1] Thread (main_thread)[0x00abf884]} cellGcmSys: cellGcmBindTile(index=1)
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x7
HLE: W {PPU[1] Thread (main_thread)[0x00abf9e4]} cellGcmSys: cellGcmBindZcull(index=0)
