HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00927-[VANQUISH]/PS3_GAME/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00927-[VANQUISH]/PS3_GAME/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00927-[VANQUISH]/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: VANQUISH
LDR: ! Serial: BLES00927
LDR: ! Elf path: /dev_bdvd/PS3_GAME/USRDIR/BOOT.BIN
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x5d85e80000, g_priv_addr = 0x5e85e80000
MEM: ! Memory initialized.
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1dbf240, param=*0xd001f7d8, arg=0x1dbf230, unk=0x0, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1358d30)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x6b)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1775428, attr=*0xd001fa10)
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cc3f0]} cellFs: cellFsOpen(path=*0x20713620, flags=0, fd=*0x20700b20, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cc3f0]} sys_fs: sys_fs_open(path=*0x20713620, flags=0, fd=*0x20700b20, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cc3f0]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/data000.cpk'
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cc470]} sys_fs: sys_fs_fstat(fd=0x6d, sb=*0xd0047850)
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cc3f0]} cellFs: cellFsOpen(path=*0x20713840, flags=0, fd=*0x20700b50, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cc3f0]} sys_fs: sys_fs_open(path=*0x20713840, flags=0, fd=*0x20700b50, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cc3f0]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/data002.cpk'
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cc470]} sys_fs: sys_fs_fstat(fd=0x6e, sb=*0xd0047850)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cddb0]} sysPrxForUser: sys_ppu_thread_once(once_ctrl=*0x1dbf934, init=*0x157ce10)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1dbf500, attr=*0xd001f720)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be4f3c]} sys_event: sys_event_queue_create(equeue_id=*0x1dbf51c, attr=*0xd001f810, event_queue_key=0x0, size=127)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be4f60]} sys_event: sys_event_port_create(eport_id=*0x1dbf520, port_type=1, name=0xffffffff0000dead)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be4f7c]} sys_event: sys_event_port_connect_local(eport_id=0x71, equeue_id=0x70)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1dbf528, entry=0x157ce08, arg=0x0, prio=100, stacksize=0x1000, flags=0x1, threadname=*0x1391678)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1dbf528, param=*0xd001f798, arg=0x0, unk=0x0, prio=100, stacksize=0x1000, flags=0x1, threadname=*0x1391678)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x72)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdcf0]} sysPrxForUser: _sys_spu_printf_initialize(agcb=*0x157cdf8, dgcb=*0x157cdf0, atcb=*0x157cde8, dtcb=*0x157cde0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cca70]} cellSpurs: _cellSpursAttributeInitialize(attr_addr=0xd001f8f0, revision=2, sdkVersion=0x310000, nSpus=6, spuPriority=100, ppuPriority=101, exitIfNoWork=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc970]} cellSpurs: cellSpursAttributeEnableSpuPrintfIfAvailable(attr_addr=0xd001f8f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cca90]} cellSpurs: cellSpursAttributeEnableSystemWorkload(attr_addr=0xd001f8f0, priority_addr=0xd001faf0, maxSpu=1, isPreemptible_addr=0xd001faf8)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccad0]} cellSpurs: cellSpursInitializeWithAttribute(spurs_addr=0x16c7d80, attr_addr=0xd001f8f0)
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_spu TODO: Unsupported SPU Thread Group type (0x20)
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be4c60]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0x84, eq=0x70, req=0x2, spup=*0xd001f7b0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0x84, eq=0x8d, req=0xffffffffffff0000, spup=*0x16c7e49)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_event: sys_event_port_connect_local(eport_id=0x8e, equeue_id=0x8d)
HLE: W {PPU[0x8f] Thread (SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_start(id=0x84)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccad0]} sys_spu: sys_spu_thread_group_connect_event(id=0x84, eq=0x8d, et=2)
HLE: W {PPU[0x8f] Thread (SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0x84, cause=*0x0, status=*0x0)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc9d0]} cellSpurs error: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccab0]} cellSpurs error: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc9b0]} cellSpurs error: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x1] Thread (main_thread)[0x012cca30]} cellSpurs error: cellSpursJobGuardInitialize
HLE: E {PPU[0x1] Thread (main_thread)[0x012cca30]} cellSpurs error: cellSpursJobGuardInitialize
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc9d0]} cellSpurs error: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccab0]} cellSpurs error: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc9b0]} cellSpurs error: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x1] Thread (main_thread)[0x012cca30]} cellSpurs error: cellSpursJobGuardInitialize
HLE: E {PPU[0x1] Thread (main_thread)[0x012cca30]} cellSpurs error: cellSpursJobGuardInitialize
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1807678, attr=*0xd001fb50)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cccd0]} cellFiber error: _cellFiberPpuSchedulerAttributeInitialize
HLE: E {PPU[0x1] Thread (main_thread)[0x012cccf0]} cellFiber error: _cellFiberPpuAttributeInitialize
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccd10]} cellFiber error: cellFiberPpuInitializeScheduler
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccc90]} cellFiber error: cellFiberPpuCreateFiber
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccc90]} cellFiber error: cellFiberPpuCreateFiber
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccc90]} cellFiber error: cellFiberPpuCreateFiber
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccc90]} cellFiber error: cellFiberPpuCreateFiber
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17edec8, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa578, attr=*0xd001faf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa598, attr=*0xd001faf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa038, attr=*0xd001fad0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cde70]} sysPrxForUser: sys_lwcond_create(lwcond=*0x16aa050, lwmutex=*0x16aa038, attr=*0xd001fae0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cde70]} sysPrxForUser: sys_lwcond_create(lwcond=*0x16aa058, lwmutex=*0x16aa038, attr=*0xd001fae0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa0d0, attr=*0xd001fad0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cde70]} sysPrxForUser: sys_lwcond_create(lwcond=*0x16aa0e8, lwmutex=*0x16aa0d0, attr=*0xd001fae0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cde70]} sysPrxForUser: sys_lwcond_create(lwcond=*0x16aa0f0, lwmutex=*0x16aa0d0, attr=*0xd001fae0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1dc11d8, attr=*0xd001f940)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1dc1b08, attr=*0xd001fa20)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1dc1cd8, attr=*0xd001f990)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1dc4308, attr=*0xd001fa20)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x27885488, attr=*0xd001fa20)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa3c8, attr=*0xd001f9a0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa420, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cde70]} sysPrxForUser: sys_lwcond_create(lwcond=*0x16aa438, lwmutex=*0x16aa420, attr=*0xd001fa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cde70]} sysPrxForUser: sys_lwcond_create(lwcond=*0x16aa440, lwmutex=*0x16aa420, attr=*0xd001fa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa258, attr=*0xd001fa30)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cde70]} sysPrxForUser: sys_lwcond_create(lwcond=*0x16aa270, lwmutex=*0x16aa258, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cde70]} sysPrxForUser: sys_lwcond_create(lwcond=*0x16aa278, lwmutex=*0x16aa258, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa4a8, attr=*0xd001fa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa4c8, attr=*0xd001fa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa1d8, attr=*0xd001f9b0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x27efbf08, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x176a710, attr=*0xd001fb80)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b20374]} sys_semaphore: sys_semaphore_create(sem=*0xd001fab0, attr=*0xd001fab8, initial_val=0, max_val=2147483647)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b20374]} sys_semaphore: sys_semaphore_create(sem=*0xd001fab0, attr=*0xd001fab8, initial_val=0, max_val=2147483647)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x299c9a58, entry=0x1533858, arg=0x299c9a50, prio=1052, stacksize=0x10000, flags=0x0, threadname=*0x1331f8c)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x299c9a58, param=*0xd001f9b8, arg=0x299c9a50, unk=0x0, prio=1052, stacksize=0x10000, flags=0x0, threadname=*0x1331f8c)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0xae)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b20374]} sys_semaphore: sys_semaphore_create(sem=*0xd001fab0, attr=*0xd001fab8, initial_val=0, max_val=2147483647)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b20374]} sys_semaphore: sys_semaphore_create(sem=*0xd001fab0, attr=*0xd001fab8, initial_val=0, max_val=2147483647)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x299c9a70, entry=0x1533858, arg=0x299c9a68, prio=1051, stacksize=0x10000, flags=0x0, threadname=*0x1331fdc)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x299c9a70, param=*0xd001f9b8, arg=0x299c9a68, unk=0x0, prio=1051, stacksize=0x10000, flags=0x0, threadname=*0x1331fdc)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0xb1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b20374]} sys_semaphore: sys_semaphore_create(sem=*0xd001fab0, attr=*0xd001fab8, initial_val=0, max_val=2147483647)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b20374]} sys_semaphore: sys_semaphore_create(sem=*0xd001fab0, attr=*0xd001fab8, initial_val=0, max_val=2147483647)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x299c9a88, entry=0x1533858, arg=0x299c9a80, prio=1053, stacksize=0x10000, flags=0x0, threadname=*0x1331fec)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x299c9a88, param=*0xd001f9b8, arg=0x299c9a80, unk=0x0, prio=1053, stacksize=0x10000, flags=0x0, threadname=*0x1331fec)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0xb4)
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cd630]} cellFs: cellFsOpen(path=*0x20702530, flags=0, fd=*0x20700b80, arg=*0xd00477c8, size=0x8) -> sys_fs_open()
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cd630]} sys_fs: sys_fs_open(path=*0x20702530, flags=0, fd=*0x20700b80, mode=0, arg=*0xd00477c8, size=0x8)
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cd630]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/shader2.sdat'
HLE: W {PPU[0x4d] Thread (CriThread)[0x012cc470]} sys_fs: sys_fs_fstat(fd=0xb5, sb=*0xd0047850)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=0, location=0, offset=157876224, size=30146560, pitch=8192, comp=7, base=0, bank=0)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (7)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc550]} cellGcmSys: cellGcmBindTile(index=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=1, location=0, offset=188022784, size=262144, pitch=1280, comp=7, base=460, bank=0)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (7)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc550]} cellGcmSys: cellGcmBindTile(index=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=2, location=0, offset=188284928, size=655360, pitch=512, comp=7, base=464, bank=0)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (7)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc550]} cellGcmSys: cellGcmBindTile(index=2)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=3, location=0, offset=188940288, size=1441792, pitch=1024, comp=7, base=474, bank=0)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (7)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc550]} cellGcmSys: cellGcmBindTile(index=3)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=4, location=0, offset=190382080, size=6029312, pitch=4096, comp=7, base=496, bank=0)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (7)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc550]} cellGcmSys: cellGcmBindTile(index=4)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=5, location=0, offset=196411392, size=6029312, pitch=8192, comp=0, base=588, bank=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc550]} cellGcmSys: cellGcmBindTile(index=5)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=6, location=0, offset=202440704, size=3801088, pitch=5120, comp=7, base=680, bank=0)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (7)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc550]} cellGcmSys: cellGcmBindTile(index=6)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=7, location=0, offset=206241792, size=3145728, pitch=4096, comp=0, base=738, bank=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc550]} cellGcmSys: cellGcmBindTile(index=7)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=8, location=0, offset=209387520, size=6291456, pitch=8192, comp=11, base=786, bank=1)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys error: cellGcmSetTileInfo: bad compression mode! (11)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc550]} cellGcmSys: cellGcmBindTile(index=8)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys: cellGcmSetTileInfo(index=9, location=0, offset=215678976, size=9437184, pitch=6144, comp=10, base=882, bank=1)
HLE: E {PPU[0x1] Thread (main_thread)[0x012cc630]} cellGcmSys error: cellGcmSetTileInfo : CELL_GCM_ERROR_INVALID_VALUE
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc5f0]} cellGcmSys: cellGcmBindZcull(index=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc5f0]} cellGcmSys: cellGcmBindZcull(index=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc5f0]} cellGcmSys: cellGcmBindZcull(index=2)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1775bc8, attr=*0xd001f4c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x001f: CELL_SYSMODULE_RESC)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccf90]} cellResc: cellRescInit(initConfig_addr=0xd001f480)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccf10]} cellResc: cellRescSetDisplayMode(displayMode=4)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccf10]} cellSysutil: cellVideoOutConfigure(videoOut=0, config_addr=0x20046000, option_addr=0x0, waitForEvent=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccf10]} cellGcmSys: cellGcmSetFlipMode(mode=2)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccfb0]} cellResc: cellRescGetBufferSize(colorBuffers_addr=0xd001f474, vertexArray_addr=0xd001f478, fragmentShader_addr=0xd001f47c)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccff0]} cellResc: cellRescSetBufferAddress(colorBuffers_addr=0xce4b0000, vertexArray_addr=0xcebb8000, fragmentShader_addr=0xcebb8180)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd050]} cellResc: cellRescSetVBlankHandler(handler_addr=0x1533400)
HLE: W {PPU[0x1] Thread (main_thread)[0x012ccf70]} cellResc: cellRescSetFlipHandler(handler_addr=0x1533408)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17eca60, attr=*0xd001f5c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17e4a40, attr=*0xd001f5c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17ce598, attr=*0xd001f520)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x20847818, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17ce5e8, attr=*0xd001f5c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17d1848, attr=*0xd001f5c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17ce610, attr=*0xd001f4a0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x20877848, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17cf6f0, attr=*0xd001f540)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17ce6a8, attr=*0xd001f4a0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17ce668, attr=*0xd001f4a0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17c4220, attr=*0xd001f540)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17c41e0, attr=*0xd001f540)
MEM: W {PPU[0x45] Thread (CriThread)[0x012cdbb0]} decode_x64_reg_op(00007ff6922b22bch): unsupported opcode found (4139007410B809000180488B5C244848)
HLE: W {PPU[0x49] Thread (CriThread)[0x00b87c7c]} sys_cond: sys_cond_wait(id=0x48) aborted
HLE: ! {VBlank thread} VBlank thread aborted
HLE: W {PPU[0x68] Thread (CriThread)[0x00b87c7c]} sys_cond: sys_cond_wait(id=0x67) aborted
HLE: W {PPU[0x59] Thread (CriThread)[0x00b87c7c]} sys_cond: sys_cond_wait(id=0x58) aborted
HLE: W {PPU[0xb4] Thread (MainSound)[0x00b20400]} sys_semaphore: sys_semaphore_wait(178) aborted
HLE: ! {PPU[0x2] Thread (Callback Thread)[0x00000000]} CallbackManager thread aborted
HLE: W {PPU[0x51] Thread (CriThread)[0x00b87c7c]} sys_cond: sys_cond_wait(id=0x50) aborted
HLE: W {PPU[0x6b] Thread (CRI Server Manager)[0x00b8ab5c]} sys_timer: sys_timer_usleep(sleep_time=0x3e80) aborted
RSX: W {RSXThread} RSX thread aborted
HLE: W {PPU[0x8f] Thread (SpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0x84) aborted
RSX: ! {RSXThread} RSX thread ended
HLE: W {PPU[0x8f] Thread (SpursHdlr0)[0x00000000]} cellSpurs: SPURS Handler Thread 0 aborted
HLE: W {PPU[0xae] Thread (MainJob1)[0x00b20400]} sys_semaphore: sys_semaphore_wait(172) aborted
HLE: W {PPU[0xb1] Thread (MainDraw)[0x00b20400]} sys_semaphore: sys_semaphore_wait(175) aborted
HLE: W {PPU[0x55] Thread (CriThread)[0x00b87c7c]} sys_cond: sys_cond_wait(id=0x54) aborted
HLE: W {PPU[0x4d] Thread (CriThread)[0x00b87c7c]} sys_cond: sys_cond_wait(id=0x4c) aborted
HLE: W {PPU[0x45] Thread (CriThread)[0x00b87c7c]} sys_cond: sys_cond_wait(id=0x44) aborted
HLE: W {PPU[0x72] Thread (_SPU_printf_server)[0x00be4d18]} sys_event: sys_event_queue_receive(equeue_id=0x70) aborted
HLE: ! All threads stopped...
MEM: ! Closing memory...
