HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:\Emulateurs\Rpcs3\dev_hdd0\game\BCES00005-[Formula One Championship Edition]\PS3_GAME\USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/BCES00005-[Formula One Championship Edition]/PS3_GAME/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Formula One™ Championship Edition
LDR: ! Serial: BCES00005
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0xbe982a0000, g_priv_addr = 0xbf982a0000
MEM: ! Memory initialized.
HLE: W {PPU[2] Thread (Callback Thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xfeed0001
RSX: E {RSXThread} TODO: unknown/illegal method [0x00001450](0x80004)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZPASS_PIXEL_CNT
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_SHADER_PACKER: 0x1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: W {PPU[2] Thread (Callback Thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xfeed0001
RSX: E {RSXThread} TODO: unknown/illegal method [0x00001450](0x80004)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZPASS_PIXEL_CNT
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_SHADER_PACKER: 0x1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: W {PPU[2] Thread (Callback Thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xfeed0001
RSX: E {RSXThread} TODO: unknown/illegal method [0x00001450](0x80004)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZPASS_PIXEL_CNT
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_SHADER_PACKER: 0x1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
HLE: W {PPU[2] Thread (Callback Thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xfeed0001
RSX: E {RSXThread} TODO: unknown/illegal method [0x00001450](0x80004)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZPASS_PIXEL_CNT
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_SHADER_PACKER: 0x1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: W {PPU[2] Thread (Callback Thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xfeed0001
RSX: E {RSXThread} TODO: unknown/illegal method [0x00001450](0x80004)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZPASS_PIXEL_CNT
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_SHADER_PACKER: 0x1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xfeed0001
HLE: W {PPU[2] Thread (Callback Thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: E {RSXThread} TODO: unknown/illegal method [0x00001450](0x80004)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZPASS_PIXEL_CNT
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_SHADER_PACKER: 0x1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xfeed0001
HLE: W {PPU[2] Thread (Callback Thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: E {RSXThread} TODO: unknown/illegal method [0x00001450](0x80004)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZPASS_PIXEL_CNT
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_SHADER_PACKER: 0x1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xfeed0001
RSX: E {RSXThread} TODO: unknown/illegal method [0x00001450](0x80004)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
HLE: W {PPU[2] Thread (Callback Thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
RSX: W {RSXThread} TODO: NV4097_SET_ZPASS_PIXEL_COUNT_ENABLE: 1
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZPASS_PIXEL_CNT
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0001
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_SHADER_PACKER: 0x1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: E {RSXThread} NV4097_SET_CONTEXT_DMA_COLOR_A: Bad count (2)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xeee0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 1
RSX: W {RSXThread} TODO: NV406E_SEMAPHORE_ACQUIRE: 0x1
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
