LDR: E PSFLoader::Load() failed: unknown magic (0x0)
G: ! RPCS3 v0.0.0.5-2554-gdfeedf2
G: ! 
G: ! Stopping emulator...
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00036/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00036/dev_bdvd.path', 0x1) failed: error 0x2
LDR: ! 
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! 
LDR: ! Settings:
LDR: ! CPU: PPU Interpreter 2
LDR: ! SPU: SPU Recompiler (ASMJIT)
LDR: ! Renderer: DirectX 12
LDR: ! D3D Adapter: Default
LDR: ! Resolution: 1280x720
LDR: ! Write Depth Buffer: No
LDR: ! Write Color Buffers: No
LDR: ! Read Color Buffer: No
LDR: ! Audio Out: XAudio2
LDR: ! Log Everything: No
LDR: ! RSX Logging: No
LDR: ! 
LDR: ! Title: Super Street Fighter 2 Turbo HD
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: W {PPU[0x12] Thread (crCommandQueue)[0x00f9ba74]} cellGcmSys: cellGcmSetFlipMode(mode=1)
HLE: W {PPU[0x12] Thread (crCommandQueue)[0x00f9ba74]} cellGcmSys: cellGcmSetFlipMode(mode=1)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x2
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_CONTROL0: 0x10
RSX: W {RSXThread} Creating RTT
RSX: W {RSXThread} TODO: NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 0x109
RSX: W {RSXThread} TODO: NV4097_SET_VERTEX_ATTRIB_OUTPUT_MASK: 0x4001
RSX: W {RSXThread} TODO: NV4097_SET_TEX_COORD_CONTROL(texMask2D=0, texMaskCentroid=0)
RSX: W {RSXThread} TODO: NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_CONTROL0: 0x10
RSX: W {RSXThread} TODO: NV4097_SET_VERTEX_ATTRIB_OUTPUT_MASK: 0x4000
RSX: W {RSXThread} TODO: NV4097_SET_TEX_COORD_CONTROL(texMask2D=0, texMaskCentroid=0)
RSX: W {RSXThread} Creating RTT
RSX: W {RSXThread} VP not found in buffer!
RSX: W {RSXThread} FP not found in buffer!
RSX: E {RSXThread} Unimplemented TEX_SRB instruction: UPB
RSX: E {RSXThread} Unimplemented SCB instruction: PKG
RSX: E {RSXThread} Unknown/illegal instruction: 0x30 (forced unit 0)
RSX: E {RSXThread} Unimplemented TEX_SRB instruction: UPB
RSX: E {RSXThread} Unimplemented SCB instruction: PKG
RSX: E {RSXThread} Unknown/illegal instruction: 0x30 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x48 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x4c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x50 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x54 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x58 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x5c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x60 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x64 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x68 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x6c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x70 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x74 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x78 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x7c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x48 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x4c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x50 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x54 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x58 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x5c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x60 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x64 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x68 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x6c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x70 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x74 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x78 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x7c (forced unit 0)
RSX: E {RSXThread} Unimplemented TEX_SRB instruction: UPB
RSX: E {RSXThread} Unimplemented SCB instruction: PKG
RSX: E {RSXThread} Unknown/illegal instruction: 0x30 (forced unit 0)
RSX: E {RSXThread} Unimplemented TEX_SRB instruction: UPB
RSX: E {RSXThread} Unimplemented SCB instruction: PKG
RSX: E {RSXThread} Unknown/illegal instruction: 0x30 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x48 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x4c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x50 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x54 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x58 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x5c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x60 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x64 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x68 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x6c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x70 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x74 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x78 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x7c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x48 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x4c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x50 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x54 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x58 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x5c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x60 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x64 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x68 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x6c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x70 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x74 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x78 (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x7c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x5c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x5c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x5c (forced unit 0)
RSX: E {RSXThread} Unknown/illegal instruction: 0x5c (forced unit 0)
RSX: E {RSXThread} FS build failed:D:\Emulateurs\Rpcs3\FragmentProgram.hlsl(40,20-21): warning X3078: 'i0': loop control variable conflicts with a previous declaration in the outer scope; most recent declaration will be used
D:\Emulateurs\Rpcs3\FragmentProgram.hlsl(41,20-21): warning X3078: 'i0': loop control variable conflicts with a previous declaration in the outer scope; most recent declaration will be used
D:\Emulateurs\Rpcs3\FragmentProgram.hlsl(42,20-21): warning X3078: 'i0': loop control variable conflicts with a previous declaration in the outer scope; most recent declaration will be used
D:\Emulateurs\Rpcs3\FragmentProgram.hlsl(45,23-31): error X3018: invalid subscript 'ocol0'

RSX: W {RSXThread} Add program :
RSX: W {RSXThread} *** vp id = 0
RSX: W {RSXThread} *** fp id = 1
RSX: E {RSXThread} LoadProgram failed.
G: ! Stopping emulator...
G: ! All threads signaled...
HLE: S {PPU[0x19] Thread (crTaskQueue)[0x00f93338]} Last syscall: 92 (sys_semaphore_wait)
G: ! {PPU[0x2] Thread (Callback Thread)[0x00000000]} Thread aborted
G: ! {PPU[0x33] Thread (CrSpursHdlr1)[0x00000000]} Thread aborted
G: ! {PPU[0x1] Thread (main_thread)[0x00f8f94c]} Thread aborted
G: ! {PPU[0x19] Thread (crTaskQueue)[0x00f93338]} Thread aborted
G: ! {PPU[0x12] Thread (crCommandQueue)[0x00f926a8]} Thread aborted
G: ! {VBlank Thread} Thread aborted
G: ! {PPU[0x34] Thread (CrSpursHdlr0)[0x00000000]} Thread aborted
G: ! {SPU[0x2d] Thread (CrCellSpursKernel1)[0x00818]} Thread aborted
G: ! {SPU[0x2e] Thread (CrCellSpursKernel2)[0x00818]} Thread aborted
G: ! {SPU[0x2c] Thread (CrCellSpursKernel0)[0x00818]} Thread aborted
G: ! All threads stopped...
G: ! Objects cleared...
