HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/BLJM60329-[CLANNAD]/PS3_GAME/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/BLJM60329-[CLANNAD]/PS3_GAME/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/BLJM60329-[CLANNAD]/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: CLANNAD
LDR: ! Serial: BLJM60329
LDR: ! Elf path: /dev_bdvd/PS3_GAME/USRDIR/BOOT.BIN
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0xd29d0f0000, g_priv_addr = 0xd39d0f0000
MEM: ! Memory initialized.
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d3020, summertime_addr=0xd00d3024)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2f70, summertime_addr=0xd00d2f74)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4991, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4991, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4992, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4992, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4993, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4993, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4994, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4994, location=1)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xbad68000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 2
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 3
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 4
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 5
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZCULL_STATS
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_STATS_ENABLE: 0x1
MEM: W {PPU[0x1] Thread (main_thread)[0x000f5330]} decode_x64_reg_op(00007ff6922c06ach): unsupported opcode found (0FB60C03488B5C24308BC248C1E81583)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} cellFs: cellFsStat(path=*0xd00c2c20, sb=*0xd00c2b94) -> sys_fs_stat()
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} sys_fs: sys_fs_stat(path=*0xd00c2c20, sb=*0xd00c2b94)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/shader/raster_fs.cgelf'
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2a30, summertime_addr=0xd00c2a34)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2980, summertime_addr=0xd00c2984)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2a30, summertime_addr=0xd00c2a34)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2980, summertime_addr=0xd00c2984)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2a30, summertime_addr=0xd00c2a34)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2980, summertime_addr=0xd00c2984)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6848]} cellFs: cellFsOpen(path=*0xd00c2c20, flags=0, fd=*0xd00c2ad4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6848]} sys_fs: sys_fs_open(path=*0xd00c2c20, flags=0, fd=*0xd00c2ad4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6848]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/shader/raster_fs.cgelf'
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f8788]} sys_fs: sys_fs_fstat(fd=0x9c, sb=*0xd00c2b94)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f8788]} sys_fs: sys_fs_fstat(fd=0x9c, sb=*0xd00c2b94)
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
HLE: E {PPU[0x6f] Thread (fios mediathread 2)[0x001f8708]} cellFs TODO: cellFsFsync(fd=0x77)
HLE: E {PPU[0x6f] Thread (fios mediathread 2)[0x001f8708]} cellFs TODO: cellFsFsync(fd=0x76)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} cellFs: cellFsStat(path=*0xd00d2c20, sb=*0xd00d2b94) -> sys_fs_stat()
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: sys_fs_stat(path=*0xd00d2c20, sb=*0xd00d2b94)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/shader/sepia_fs.cgelf'
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2a30, summertime_addr=0xd00d2a34)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2980, summertime_addr=0xd00d2984)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2a30, summertime_addr=0xd00d2a34)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2980, summertime_addr=0xd00d2984)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2a30, summertime_addr=0xd00d2a34)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2980, summertime_addr=0xd00d2984)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6848]} cellFs: cellFsOpen(path=*0xd00d2c20, flags=0, fd=*0xd00d2ad4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6848]} sys_fs: sys_fs_open(path=*0xd00d2c20, flags=0, fd=*0xd00d2ad4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6848]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/shader/sepia_fs.cgelf'
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f8788]} sys_fs: sys_fs_fstat(fd=0x9d, sb=*0xd00d2b94)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f8788]} sys_fs: sys_fs_fstat(fd=0x9d, sb=*0xd00d2b94)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4991, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4991, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4992, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4992, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4993, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4993, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4994, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4994, location=1)
HLE: E {PPU[0x6f] Thread (fios mediathread 2)[0x001f8708]} cellFs TODO: cellFsFsync(fd=0x77)
HLE: E {PPU[0x6f] Thread (fios mediathread 2)[0x001f8708]} cellFs TODO: cellFsFsync(fd=0x76)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} cellFs: cellFsStat(path=*0xd00c2c20, sb=*0xd00c2b94) -> sys_fs_stat()
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} sys_fs: sys_fs_stat(path=*0xd00c2c20, sb=*0xd00c2b94)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6868]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/shader/grayscale_fs.cgelf'
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2a30, summertime_addr=0xd00c2a34)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2980, summertime_addr=0xd00c2984)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2a30, summertime_addr=0xd00c2a34)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2980, summertime_addr=0xd00c2984)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2a30, summertime_addr=0xd00c2a34)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00c2980, summertime_addr=0xd00c2984)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6848]} cellFs: cellFsOpen(path=*0xd00c2c20, flags=0, fd=*0xd00c2ad4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6848]} sys_fs: sys_fs_open(path=*0xd00c2c20, flags=0, fd=*0xd00c2ad4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f6848]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/shader/grayscale_fs.cgelf'
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f8788]} sys_fs: sys_fs_fstat(fd=0x9e, sb=*0xd00c2b94)
HLE: W {PPU[0x8e] Thread (fios mediathread 5)[0x001f8788]} sys_fs: sys_fs_fstat(fd=0x9e, sb=*0xd00c2b94)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xbad68000
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 2
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 3
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 4
RSX: W {RSXThread} NV4097_GET_REPORT: Unimplemented type 5
RSX: W {RSXThread} TODO: NV4097_CLEAR_REPORT_VALUE: ZCULL_STATS
RSX: W {RSXThread} TODO: NV4097_SET_ZCULL_STATS_ENABLE: 0x1
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
HLE: E {PPU[0x6f] Thread (fios mediathread 2)[0x001f8708]} cellFs TODO: cellFsFsync(fd=0x77)
HLE: E {PPU[0x6f] Thread (fios mediathread 2)[0x001f8708]} cellFs TODO: cellFsFsync(fd=0x76)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} cellFs: cellFsStat(path=*0xd00d2c20, sb=*0xd00d2b94) -> sys_fs_stat()
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: sys_fs_stat(path=*0xd00d2c20, sb=*0xd00d2b94)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6868]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/shader/nega_fs.cgelf'
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2a30, summertime_addr=0xd00d2a34)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2980, summertime_addr=0xd00d2984)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2a30, summertime_addr=0xd00d2a34)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2980, summertime_addr=0xd00d2984)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2a30, summertime_addr=0xd00d2a34)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c2fb0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} sys_time: sys_time_get_timezone(timezone_addr=0xd00d2980, summertime_addr=0xd00d2984)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001c4a74]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6848]} cellFs: cellFsOpen(path=*0xd00d2c20, flags=0, fd=*0xd00d2ad4, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6848]} sys_fs: sys_fs_open(path=*0xd00d2c20, flags=0, fd=*0xd00d2ad4, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f6848]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/sys/shader/nega_fs.cgelf'
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f8788]} sys_fs: sys_fs_fstat(fd=0x9f, sb=*0xd00d2b94)
HLE: W {PPU[0x90] Thread (fios mediathread 7)[0x001f8788]} sys_fs: sys_fs_fstat(fd=0x9f, sb=*0xd00d2b94)
HLE: E {PPU[0x6f] Thread (fios mediathread 2)[0x001f8708]} cellFs TODO: cellFsFsync(fd=0x77)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4991, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4991, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4992, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataAddressLocation(index=4992, location=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x001f7188]} cellGcmSys: cellGcmGetReportDataLocation(index=4993, location=1)
